Title,Date,Link,Description,Bill_Number
"H.R. 2779, A bill to exempt inter-affiliate swaps from certain regulatory requirements put in place by the Dodd-Frank Wall Street Reform and Consumer Protection Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42786,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on November 30, 2011
",H.R. 2779
"S. 140, Sleeping Bear Dunes National Lakeshore Conservation and Recreation Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42802,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 140
"S. 323, First State National Historical Park Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42818,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 323
"H.R. 1905, Iran Threat Reduction Act of 2011","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42834,"Cost estimate for the bill as provided by the House Committee on Foreign Affairs on December 8, 2011",H.R. 1905
"S. 1478, Minuteman Missile National Historic Site boundary Modification Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42803,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 1478
"H.R. 2154, A bill to correct the boundaries of the John H. Chafee Coastal Barrier Resources System Gasparilla Island Unit FL-70P","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42819,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on November 17, 2011",H.R. 2154
"H.R. 200, Inland Empire Perchlorate Ground Water Plume Assessment Act of 2011","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42835,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on November 17, 2011",H.R. 200
"H.R. 2060, Central Oregon Jobs and Water Security Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42788,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2060
"S. 883, A bill to authorize National Mall Liberty Fund D.C. to establish a memorial on Federal land in the District of Columbia to honor free persons and slaves who fought for independence, liberty, and justice for all during the American Revolution","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42804,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 883
"The Temporary Payroll Tax Cut Continuation Act of 2011, as Posted on the Website of the House Committee on Rules on December 22, 2011","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42820,,
"H.R. 2336, York River Wild and Scenic River Study Act of 2011","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42836,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on November 17, 2011",H.R. 2336
"H.R. 2719, Rattlesnake Mountain Public Access Act of 2011","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42805,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on November 17, 2011",H.R. 2719
"H.R. 3029, Reducing the Size of the Federal Government Through Attrition Act of 2011","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42790,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on November 3, 2011",H.R. 3029
"H.R. 2297, An act to promote the development of the Southwest waterfront in the District of Columbia, and for other purposes","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42806,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on December 14, 2011",H.R. 2297
"H.R. 2752, BLM Live Internet Auctions Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42822,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2752
"H.R. 2834, Recreational Fishing and Hunting Heritage and Opportunities Act","Thu, 22 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42838,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on November 17, 2011",H.R. 2834
"H.R. 2192, National Guard and Reservist Debt Relief Extension Act of 2011","Thu, 15 Dec 2011 11:44:12 -0500",https://www.cbo.gov/publication/42615,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on September 21, 2011",H.R. 2192
"H.R. 2369, A bill to amend title 36, United States Code, to provide for an additional power for the American Legion under its federal charter","Fri, 02 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42782,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on November 3, 2011",H.R. 2369
"S. 1931, Temporary Tax Holiday and Government Reduction Act","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42775,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on October 12, 2011",S. 1931
"S. 535, Fort Pulaski National Monument Lease Authorization Act","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42777,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on November 17, 2011",S. 535
"H.R. 2309, Postal Reform Act of 2011","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42778,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on October 13, 2011",H.R. 2309
"S. 75, Discount Pricing Consumer Protection Act","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42779,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on November 3, 2011",S. 75
"S. 1014, Emergency Judicial Relief Act of 2011","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42785,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on October 13, 2011",S. 1014
"S. 1090, Tennessee Wilderness Act of 2011","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42787,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 1090
"S. 526, Mohave Valley Land Conveyance Act of 2011","Thu, 01 Dec 2011 12:00:00 -0500",https://www.cbo.gov/publication/42789,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 526
"H.R. 306, Corolla Wild Horses Protection Act","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42735,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 306
"S. 322, Alpine Lakes Wilderness Additions and Pratt and Middle Fork Snoqualmie Rivers Protection Act","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42751,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 322
"H.R. 2830, Trafficking Victims Protection Reauthorization Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42736,"Cost estimate for the bill as ordered reported by the House Committee on Foreign Affairs on October 5, 2011",H.R. 2830
"S. 667, Rio Grande del Norte National Conservation Area Establishment Act","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42759,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 667
"S. 300, Government Charge Card Abuse Prevention Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42776,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on October 12, 2011",S. 300
Senate Amendment 927 to H.R. 674,"Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42737,"Cost estimate for the amendment as proposed on November 8, 2011
",H.R. 674
"S. 766, Devil&#039;s Staircase Wilderness Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42760,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 766
"H.R. 10, Regulations From the Executive in Need of Scrutiny Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42738,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 25, 2011",H.R. 10
"S. 888, A bill to amend the Wild and Scenic Rivers Act to designate a segment of the Illabot Creek in Skagit County, Washington, as a component of the National Wild and Scenic Rivers System","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42762,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 888
"H.R. 1556, A bill to amend the Omnibus Indian Advancement Act to allow certain lands to be used to generate income to provide funding for academic programs","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42739,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 1556
"S. 970, White Clay Creek Wild and Scenic River Expansion Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42763,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 970
"H.R. 1254, Synthetic Drug Control Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42740,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on November 3, 2011",H.R. 1254
"H.R. 3010, Regulatory Accountability Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42764,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on November 3, 2011",H.R. 3010
"H.R. 1550, Federal Law Enforcement Recruitment and Retention Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42741,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on July 20, 2011",H.R. 1550
"S. 1119, Trash Free Seas Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42765,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on November 2, 2011",S. 1119
"S. 1430, Maritime Administration Authorization Act for Fiscal Year 2012","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42742,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on November 2, 2011",S. 1430
"S. 765, Oregon Caves Revitalization Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42766,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 765
"H.R. 2842, Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42743,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2842
"H.R. 2829, United Nations Transparency, Accountability, and Reform Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42767,"Cost estimate for the bill as ordered reported by the House Committee on Foreign Affairs on October 13, 2011",H.R. 2829
"H.R. 10, Regulations From the Executive in Need of Scrutiny Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42744,"Cost estimate for the bill as ordered reported by the House Committee on Rules on November 16, 2011",H.R. 10
"S. 1867, National Defense Authorization Act for Fiscal Year 2012S. 1867, National Defense Authorization Act for Fiscal Year 2012","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42768,"Cost estimate for the bill as reported by the Senate Committee on Armed Services on November 15, 2011
",S. 1867
"H.R. 2840, Commercial Vessel Discharges Reform Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42713,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on October 13, 2011",H.R. 2840
"S. 1701, Harmful Algal Blooms and Hypoxia Research and Control Amendments Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42745,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on November 2, 2011",S. 1701
"S. 1421, A bill to authorize the Peace Corps Commenorative Foundation to establish a commemorative work in the District of Columbia and its environs","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42769,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 1421
"S. 1379, D.C. Courts and Public Defender Service Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42718,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on October 19, 2011",S. 1379
"H.R. 2297, A bill to promote the development of the Southwest Waterfront in the District of Columbia....","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42746,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on November 3, 2011",H.R. 2297
"S. 500, South Utah Valley Electric Conveyance Act","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42770,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011",S. 500
"S. 1487, Asia-Pacific Economic Cooperation Business Travel Cards Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42719,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on October 19, 2011",S. 1487
"H.R. 3012, Fairness for High-Skilled Immigrants Act","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42747,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 27, 2011
",H.R. 3012
"H.R. 2918, Taiwan Policy Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42771,"Cost estimate for the bill as ordered reported by the House Committee on Foreign Affairs on November 17, 2011",H.R. 2918
"H.R. 704, Security and Fairness Enhancement for America Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42723,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on July 21, 2011
",H.R. 704
"H.R. 441, Kantishna Hills Renewable Energy Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42748,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on November 10, 2011
",H.R. 441
"H.R. 2992, Taiwan Airpower Modernization Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42772,"Cost estimate for the bill as ordered reported by the House Committee on Foreign Affairs on November 17, 2011",H.R. 2992
"H.R. 822, National Right-to-Carry Reciprocity Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42724,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 25, 2011",H.R. 822
"S. 1535, Personal Data Protection and Breach Accountability Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42749,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 22, 2011",S. 1535
"H.R. 3237, SOAR Technical Corrections Act","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42733,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on November 3, 2011",H.R. 3237
"S. 1401, Pacific Salmon Stronghold Conservation Act of 2011","Wed, 30 Nov 2011 12:00:00 -0500",https://www.cbo.gov/publication/42750,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on November 2, 2011",S. 1401
"S. 27, Preserve Access to Affordable Generics Act","Mon, 07 Nov 2011 15:00:00 -0500",https://www.cbo.gov/publication/45461,"As reported by the Senate Committee on the Judiciary on July 22, 2011",S. 27
"S. 1769, Rebuild America Jobs Act","Tue, 01 Nov 2011 12:00:00 -0400",https://www.cbo.gov/publication/42707,"Cost estimate for the bill as introduced on October 31, 2011
",S. 1769
"H.R. 1505, National Security and Federal Lands Protection Act","Tue, 01 Nov 2011 12:00:00 -0400",https://www.cbo.gov/publication/42708,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 1505
"H.R. 2803, A bill to direct the Secretary of the Interior to conduct a technological capability assessment, inventory, and economic feasibility study regarding the recovery of minerals, other than oil and natural gas, from the shallow and deep se","Tue, 01 Nov 2011 12:00:00 -0400",https://www.cbo.gov/publication/42709,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2803
"H.R. 3069, Endangered Salmon and Fisheries Predation Prevention Act","Tue, 01 Nov 2011 12:00:00 -0400",https://www.cbo.gov/publication/42710,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 3069
"H.R. 991, Polar Bear Conservation and Fairness Act of 2011","Tue, 01 Nov 2011 12:00:00 -0400",https://www.cbo.gov/publication/42711,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 991
"S. 384, A bill to amend title 39, United States Code, to extend the authority of the United States Postal Service to issue a semipostal to raise funds for breast cancer research","Tue, 01 Nov 2011 12:00:00 -0400",https://www.cbo.gov/publication/42712,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on October 19, 2011",S. 384
"S. 50, Commercial Seafood Consumer Protection Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42639,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on June 8, 2011",S. 50
"H.R. 2839, Piracy Suppression Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42656,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on September 8, 2011",H.R. 2839
"S. 237, Government Accountability Office Improvement Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42672,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on October 19, 2011",S. 237
"H.R. 368, Removal Clarification Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42703,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on October 13, 2011",H.R. 368
"S. 1549, American Jobs Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42640,"Cost estimate for the bill as introduced on September 13, 2011
",S. 1549
"H.R. 850, A bill to facilitate a proposed project in the Lower St. Croix Wild and Scenic River","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42657,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011
",H.R. 850
"S. 1151, Personal Data Privacy and Security Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42673,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 22, 2011",S. 1151
"H.R. 394, Federal Courts Jurisdiction and Venue Clarification Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42704,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on October 13, 2011",H.R. 394
"S. 1660, American Jobs Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42641,"Cost estimate for the bill as introduced in the Senate on October 5, 2011
",S. 1660
"S. 1400, Resources and Ecosystems Sustainability, Tourist Opportunities, and Revived Economies of the Gulf Coast States Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42658,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on September 21, 2011",S. 1400
"H.R. 1408, Southeast Alaska Native Land Entitlement Finalization and Jobs Protection Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42674,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on July 13, 2011",H.R. 1408
"S. 1636, Federal Courts Jurisdiction and Venue Clarification Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42705,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on October 13, 2011",S. 1636
"S. 1642, United States-Korea Free Trade Agreement Implementation Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42643,"Cost estimate for the bill as reported by the Senate Committee on Finance on October 11, 2011",S. 1642
"H.R. 2351, North Cascades National Park Service Complex Fish Stocking Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42659,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2351
"H.R. 2167, Private Company Flexibility and Growth Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42675,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on October 26, 2011
",H.R. 2167
"S. 1637, Appeal Time Clarification Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42706,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on October 13, 2011",S. 1637
"S. 1641, United States-Colombia Trade Promotion Agreement Implementation Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42644,"Cost estimate for the bill as reported by the Senate Committee on Finance on October 11, 2011",S. 1641
"H.R. 2915, American Taxpayer and Western Area Power Administration Customer Protection Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42660,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2915
"H.R. 2930, Entrepreneur Access to Capital Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42676,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on October 26, 2011
",H.R. 2930
"S. 1643, United States-Panama Trade Promotion Agreement Implementation Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42645,"Cost estimate for the bill as reported by the Senate Committee on Finance on October 11, 2011",S. 1643
"S. 1723, Teachers and First Responders Back to Work Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42661,"Cost estimate for the bill as introduced on October 17, 2011",S. 1723
"H.R. 3094, Workforce Democracy and Fairness Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42677,"Cost estimate for the bill as ordered reported by the House Committee on Education and the Workforce on October 26, 2011",H.R. 3094
"H.R. 1981, Protecting Children from Internet Pornographers Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42646,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on July 27, 2011",H.R. 1981
"S. 409, Combating Dangerous Synthetic Stimulants Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42662,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on July 28, 2011",S. 409
"S. 720, Repeal the CLASS Entitlement Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42693,"Cost estimate for the bill as introduced on April 4, 2011",S. 720
"S. 1218, Lumbee Recognition Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42647,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on July 28, 2011",S. 1218
"S. 839, Combating Designer Drugs Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42663,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on July 28, 2011",S. 839
"H.R. 1965, a bill to amend the securities laws to establish certain thresholds for shareholder registration, and for other purposes","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42694,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on October 26, 2011
",H.R. 1965
"S. 379, Indian Tribes of Virginia Federal Recognition Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42648,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on July 28, 2011",S. 379
"H.R. 2352, A bill to authorize the Secretary of the Interior to adjust the boundary of the Stephen Mather Wilderness and the North Cascades National Park in order to allow the rebuilding of a road outside of the floodplain while ensuring that the","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42664,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011
",H.R. 2352
"H.R. 2940, Access to Capital for Job Creators Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42695,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on October 26, 2011
",H.R. 2940
Flood Insurance Reform and Modernization Act of 2011,"Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42649,"Cost estimate for the bill as ordered reported by the Senate Committee on Banking, Housing, and Urban Affairs on September 8, 2011",
"H.R. 1299, Secure Border Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42665,"Cost estimate for the bill as ordered reported by the House Committee on Homeland Security on September 21, 2011",H.R. 1299
"S. 1408, Data Breach Notification Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42696,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on September 22, 2011",S. 1408
"H.R. 2059, A bill to prohibit funding to the United Nations Population Fund","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42650,"Cost estimate for the bill as ordered reported by the House Committee on Foreign Affairs on October 5, 2011",H.R. 2059
"H.R. 2937, Pipeline Infrastructure and Community Protection Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42666,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on September 21, 2011",H.R. 2937
"H.R. 1059, An act to protect the safety of judges by extending the authority of the Judical Conference to redact sensitive information contained in their financial disclosure reports","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42697,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on October 19, 2011",H.R. 1059
"H.R. 2576, A bill to amend the Internal Revenue Code of 1986 to modify the calculation of modified adjusted gross income for purposes of determining eligibility for certain healthcare-related programs","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42651,"Cost estimate for the billCost estimate for the bill as ordered reported by the Committee on Ways and Means on October 13, 2011 as ordered reported by the House Committee on Foreign Affairs on October 5, 2011",H.R. 2576
"H.R. 2360, POWER Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42667,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2360
"H.R. 1461, Mescalero Apache Tribe Leasing Authorization Act","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42698,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 1461
"H.R. 1254, Synthetic Drug Control Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42652,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on July 28, 2011",H.R. 1254
"H.R. 2471, A bill to amend section 2710 of title 18, United States Code, to clarify that a video tape service provider may obtain a consumer&#039;s informed, written consent on an ongoing basis and that consent may be obtained through the Internet","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42668,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on October 13, 2011",H.R. 2471
"H.R. 1740, A bill to amend the Wild and Scenic Rivers Act to designate a segment of Illabot Creek in Skagit County, Washington, as a component of the National Wild and Scenic River System","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42699,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on Octoaber 5, 2011",H.R. 1740
"H.R. 674, A bill to Amend the Internal Revenue Code of 1986 to Repeal the Imposition of 3 Percent Withholding on Certain Payments Made to Vendors by Government Entities","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42653,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on October 13, 2011",H.R. 674
